Ighv8-8,92.20
Gm20773,83.40
Gm20807,83.68
Catspere2,85.81
Btbd18,49.05
Ighv8-5,92.54
Pcdh7,70.71
Trbv3,89.37
Trbv15,88.23
Igkv4-78,86.06
Igkv4-57,87.00
Trgv7,87.12
Sirpb1a,87.09
Lilra6,88.03
Arrdc4,80.09
BC053393,85.43
Smim10l2a,70.60
Tchh,71.00
Fcgr4,85.93
Il17d,77.30
Trbv1,88.89
Trbv2,91.58
Trbv5,87.52
Trbv12-1,88.60
Trbv12-2,88.92
Trbv13-3,93.57
Trbv16,90.98
Trbv19,88.05
Trbv20,92.61
Igkv2-137,88.89
Igkv1-135,90.89
Igkv1-133,89.62
Igkv1-132,91.19
Igkv1-110,91.57
Igkv16-104,88.92
Igkv4-92,90.59
Igkv4-74,85.76
Igkv4-72,85.73
Igkv4-70,86.98
Igkv4-69,86.62
Igkv4-68,86.66
Igkv4-59,86.59
Igkv4-50,84.53
Igkv5-45,89.55
Igkv5-43,89.59
Igkv8-18,87.17
Ighv9-2,90.94
Ighv9-3,91.39
Ighv10-1,91.47
Ighv1-82,97.29
Trgv4,81.28
Trav11,90.13
Trav4-3,90.43
Trav9-4,91.05
Trav13-5,84.27
Trav19,86.72
Iglv3,85.88
Ceacam15,86.38
Ighv1-77,97.17
Olfr455,84.96
Ighv1-76,97.36
Trav7n-6,89.89
Gpr15l,67.44
Trav14-2,96.52
Trbj2-5,82.38
Trbj2-3,89.81
Trbj2-4,89.89
Trav14n-2,88.41
Traj12,86.65
Trav9n-2,91.17
Chil5,90.12
Igkv8-34,89.66
Igkv20-101-2,91.17
Gbp6,89.29
Traj19,73.32
Gm21663,75.84
Traj44,88.17
Gm3409,68.23
Gm17359,54.23
Traj16,82.08
Trav3n-3,89.80
Zfp267,63.42
Gm42543,89.19
Trav13n-1,91.69
Trav7-1,90.62
Traj9,88.76
Traj59,77.14
Trgj4,78.54
Trav13n-2,92.94
Trav14-1,87.95
Gm21083,73.73
Gm49027,87.28
Olfr576,90.10
Traj42,87.05
Atg4a-ps,84.58
Trav7-5,90.11
Gm21149,73.40
Trav23,76.13
Crybg1,50.76
Traj48,84.61
Tex13c2,56.84
Gm5565,63.79
Zfp804b,43.30
Gm21190,72.41
Traj34,89.01
Trav15d-2-dv6d-2,89.24
Gm21680,75.55
Gm43218,92.23
Gm6370,67.76
Traj40,85.11
Trbv29,91.34
0610012G03Rik,68.91
Gm5767,82.43
Pramel35,83.90
Zfp811,69.14
Pramel43,86.96
Zfp433,80.99
Nup205,77.84
Gm7697,59.37
Pramel41,84.09
Pramel44,84.30
Gm5141,79.71
Slc23a4,82.39
Gm9495,58.00
Oas1e,83.61
Pramel46,87.25
AU041133,76.73
1520401A03Rik,41.34
Sycp2l,64.80
Prl3d3,87.86
Rbm8a2,79.15
Nbdy,70.64
Naaladl2,78.79
AW822073,53.78
Wdr49,71.82
Gm12845,38.32
Olfr1375,87.64
Gm35549,60.57
Duxf3,53.65
Olfr785,90.77
Olfr316,88.77
Eif4a3l2,88.84
Prss47,76.11
Rasgef1a,83.67
Gm7298,80.87
Spin2g,83.48
BC029722,70.58
D6Ertd527e,41.52
Mrgpra2a,82.08
Btbd35f23,80.93
Olfr1532-ps1,90.92
Lcmt1,93.64
Olfr396-ps1,84.54
Kctd14,78.57
Olfr391,88.07
Gm30191,63.29
E130218I03Rik,72.77
Olfr284,88.89
Zfp109,64.32
Gm36028,81.37
Gucy2d,80.09
4930433I11Rik,46.36
Olfr465-ps1,87.34
Tmem275,57.04
Zfp950,82.74
Zfp626,70.45
A26c2,84.03
Vsig10l2,81.70
Gm35339,62.44
Olfr753-ps1,75.20
Olfr1432,85.43
Olfr1438-ps1,87.37
Olfr1555-ps1,89.57
Olfr1493-ps1,86.89
Smim27,84.15
Nrg1,56.52
Gm5890,87.25
Gm5737,83.05
Fam81b,77.79
Olfr1315-ps1,89.50
Frmpd2,62.06
Ankrd31,42.91
Gm29797,73.37
Irgm2,80.95
Gm45015,65.99
Dcst2,76.81
Ect2l,74.82
4933424G06Rik,56.92
Gm15262,54.43
Olfr1480,77.17
Erfl,59.68
Gm4756,88.87
Ccdc194,81.35
Gm18336,55.72
Gm35060,76.33
Frmpd3,51.51
Cfap99,77.71
Gm4131,55.37
Gm4565,87.59
Gm19410,70.03
Olfr485,84.91
Gm13420,58.11
Cdc34b,84.75
Olfr418,87.24
Olfr1326-ps1,87.59
Olfr709-ps1,91.50
Olfr911-ps1,91.29
Olfr1025-ps1,89.72
Olfr175,89.72
Olfr1369-ps1,88.23
Olfr625-ps1,87.39
Anapc15-ps,72.00
Trbv14,90.25
Igkv1-117,91.84
Igkv10-96,88.63
Igkv12-44,91.27
Igkv8-30,92.12
Igkv8-19,96.28
Igkv6-15,88.72
Igkv3-5,90.41
Igkv1-131,91.49
Igkv1-122,90.12
Igkv1-88,91.55
Igkv13-84,88.91
Igkv5-37,90.47
Igkv6-23,89.10
Trbv13-2,91.22
Igkv6-25,90.58
Igkv9-123,89.46
Igkv6-32,89.53
Igkv3-12,90.64
Igkv6-14,90.41
Igkv6-20,89.82
Igkv15-103,89.73
Igkv3-9,90.86
Igkv8-24,91.98
Igkv12-46,90.44
Igkv8-21,90.69
Trbv17,90.75
Igkv14-111,89.94
Igkv3-3,90.30
Olfr364-ps1,90.24
Igkv3-4,90.43
Btbd35f21,81.42
Rpl9-ps6,94.37
Olfr721-ps1,88.35
Cyp2j7,92.80
Vmn2r130,77.66
Rpl36-ps4,73.03
Mrgpra9,80.46
Tunar,82.59
Ctxnd2,76.66
Lrrc29,85.95
Gm40460,42.53
Cylc1,44.36
Gm28710,77.46
Gm4924,68.33
Igip,44.54
Gm11213,47.07
Gm4779,51.29
Brd3os,65.01
Zscan4e,46.72
Sult2a7,88.66
Gm5678,96.86
Zscan4-ps3,47.77
Gm35315,78.35
Lrrc3c,82.24
Gm45871,75.68
Gm6657,67.11
Gm7579,35.67
Gm45521,71.27
Gm10153,45.97
Gm37419,61.36
Olfr634-ps1,76.06
SMIM36,64.14
Tincr,84.04
Gm15517,93.95
Olfr573-ps1,78.86
Gm17949,95.26
Gm36210,63.82
Pvrig,70.47
Ccdc201,63.04
Gm45337,38.35
Tmem238l,86.29
Ifitm6,57.55
A730009L09Rik,47.21
Gm45618,40.50
Gm4553,41.10
Scart1,80.68
Gm3880,61.86
Slc6a21,74.40
Olfr675,86.64
Olfr65,89.89
Gm45623,60.84
Gm19935,59.19
Olfr548-ps1,87.92
Kif19b,62.96
Gm39115,42.20
1700018G05Rik,61.61
Gm33543,69.40
Olfr663,80.07
Pom121l12,61.61
Lnp1,60.71
Gm13539,85.22
Olfr671,85.85
SERTM2,67.40
Gm45261,65.87
Olfr587-ps1,73.21
Gm3854,67.67
Olfr566,89.09
Ctxnd1,80.33
Olfr560,89.26
Gm28729,81.04
Gm11634,60.81
Spaar,67.81
Olfr588-ps1,89.63
Gm29735,36.53
Gm17655,79.76
Pfn5,89.62
Gm42372,78.45
Gm40193,61.66
Gm32742,71.65
Gm39566,38.21
Zfp873,76.20
Gm29133,65.55
Zscan4-ps2,47.58
Zscan4-ps1,47.82
Gm37797,52.85
Gm10358,98.28
Fbxw27,85.67
Gm36368,90.57
Tmem156,39.56
Vamp9,72.33
Zfp930,83.27
Cdiptos,68.00
Mroh3,81.57
Zfp853,60.87
Gm5485,70.57
Gm3045,52.84
Adh6b,95.40
Zfp612,72.05
Iqcn,44.28
Olfr839-ps1,89.77
Tnip3,73.06
Olfr1274,88.24
Olfr1328,88.46
Olfr271-ps1,84.11
Olfr1245,92.03
Olfr1130,89.15
Gm34653,89.91
Slc6a16,78.55
Smim38,77.09
Olfr228,90.06
Olfr1192-ps1,91.99
Olfr1089,89.28
Olfr1116,88.93
Olfr896-ps1,90.82
Olfr1338,86.32
Ttc13,84.55
Olfr1458,88.67
Olfr912,92.08
Olfr1248,89.86
Olfr1034,90.28
Olfr1191-ps1,89.07
Inafm2,58.58
Olfr1150-ps1,87.85
Gm49661,71.66
Olfr1118,88.66
Slfn3,74.60
Olfr1084,90.39
Olfr1223,89.26
Plekhg4,68.67
Mfsd13b,81.64
Olfr1082,89.55
Slc37a4,84.72
Nme9,76.60
Olfr1096,88.28
Olfr857,88.68
Olfr789,90.22
Olfr1293-ps,84.68
Olfr685,85.98
Olfr1490,87.52
Gm32687,80.01
Gm9044,76.96
Gm2696,39.51
Gm10318,38.80
Gm6993,80.29
Gm9639,39.98
Olfr1366,84.02
BC024063,79.00
Gm9048,77.86
Mindy4b-ps,80.38
Kantr,74.00
Gm9736,38.53
Tle7,75.25
Gm32717,77.57
Gm867,79.95
Krtap10-10,41.03
Gm3285,40.40
Glipr1l3,87.94
Gm9508,39.63
Gm9045,78.07
Gm12216,73.17
Gm9046,78.33
Gm18596,37.41
Cep85l,64.48
Gm12248,93.58
Gm36176,43.38
A030003K21Rik,37.86
Tmdd1,74.58
A030005L19Rik,36.54
Platr25,72.22
Gm47959,35.99
Gm48552,69.42
Gm7544,38.66
Gm36864,55.07
Eif1ad13,78.03
Gm47969,42.00
Gm6217,39.33
A030014E15Rik,35.76
6720489N17Rik,53.03
Zfp825,82.69
Eif1ad12,77.90
Ubl5b,91.71
Rps18-ps5,90.52
Gm47955,37.86
Gm42517,61.47
Eif1ad4,78.13
Lrrc74a,83.13
Lrrc72,74.74
Mlh3,56.88
Gm30302,45.37
Eif1ad18,78.39
A030005K14Rik,38.24
Dcaf4,74.97
Tes3-ps,92.65
Krtap28-10,39.32
Gm39653,65.75
Gm47985,51.89
Gm47791,39.68
Gm47429,80.59
Kif13b,67.93
Trappc8,79.35
Armh2,89.37
Gm8947,52.73
Klhdc7b,49.75
Smim43,75.49
4930469K13Rik,74.35
Gm21731,36.58
Gm47189,88.63
3110040M04Rik,52.40
Percc1,65.20
2310034G01Rik,61.35
?,90.44
Gm21885,77.13
Gm47995,52.53
Cc2d2b,69.21
Prss51,79.36
Gm47996,52.57
Olfr1291-ps1,87.22
Gm29776,81.67
Olfr1289,85.20
Olfr592,86.31
Vmn1r81,75.02
Rpl36a-ps1,94.65
Gm30083,65.58
Olfr1174,88.41
Olfr844,88.39
Olfr718-ps1,83.41
Olfr55,83.08
Dpep2nb,48.34
Olfr1177-ps,89.46
Olfr764-ps1,86.52
Olfr682-ps1,85.63
Olfr1183,83.95
Mucl1,54.28
Smim40,77.16
Crybg2,52.42
Olfr106-ps,86.02
Olfr766-ps1,87.12
Olfr239,83.77
?,89.14
Olfr76,86.08
?,81.34
Olfr607,87.88
Smim40-ps,76.96
Nt5dc2,86.89
?,81.51
Olfr286,82.09
Gm7324,54.42
Gprin2,50.79
Olfr1175,87.63
Olfr1358,85.99
Olfr869,85.19
Olfr105-ps,82.40
Olfr104-ps,84.92
Klhl33,81.63
Olfr680-ps1,89.06
Tmem274,72.44
Tmem249,79.95
Gm36245,67.61
Gm5478,71.14
Septin12,82.42
D430041D05Rik,42.06
A630089N07Rik,53.77
BC049762,65.89
B230307C23Rik,64.61
Ccdc188,55.83
Msantd5,63.73
?,72.96
Qser1,44.28
Abi3bp,45.61
Vmn2r95,81.52
Gm20741,45.33
Gm1043,56.07
T2,49.75
Tmem181a,77.07
Vmn2r55,83.15
Vmn1r227,77.55
Esp38,49.08
Vmn2r54,82.57
Vmn2r53,82.48
Zfp820,66.81
Gm5698,65.55
Vmn2r66,78.08
Vmn2r18,78.20
Vmn2r56,82.18
Vmn2r60,80.96
Gm7072,72.24
Gm49835,48.82
Vmn2r16,74.05
Esp6,52.77
Gm4356,88.08
Gm7356,71.10
Vmn2r120,76.67
Gm5155,78.68
Gm50092,49.72
Vmn2r128,83.61
Gm17657,78.24
Vmn2r129,76.65
Vmn2r127,82.67
Vmn1r221,78.49
B830017H08Rik,66.64
?,89.06
1700028J19Rik,70.60
Vmn1r235,71.53
Ptar1,82.20
Vmn1r207,69.81
Gm5244,66.23
Slc4a9,74.04
Vmn1r60,80.46
Vmn1r239-ps,78.55
Gm17266,61.46
Tsga10ip,58.53
Duox2,83.91
Gm50478,83.34
H2-Ob,79.84
Gm8978,88.96
Gm550,67.57
Smim17,59.86
Arhgap33os,70.12
Btbd35f26,81.48
Gm5945,67.52
Spin2e,83.56
Gm2411,68.77
1810020O05Rik,63.54
Gm17416,65.68
Mgam2-ps,78.25
Vwa3b,70.25
Lsmem2,68.89
Cylc2,53.47
Tmem74bos,73.93
Mroh5,77.96
Mybpc1,82.13
Gm10130,70.55
Gm5965,38.04
Tmem250-ps,74.69
Erich6b,56.64
Gm50457,77.44
Wdr88,64.97
Ankfn1,62.63
Lekr1,78.65
Dthd1,70.00
Cldn34c2,70.58
Btbd35f25,81.51
Btbd35f8,81.21
Gm34066,73.04
1700014B07Rik,54.29
Etv3l,55.19
Fam90a1b,79.24
Gm36255,54.68
V1rg10,78.19
6330411D24Rik,82.08
Ldlrad2,70.27
Celf5,70.46
Bricd5,75.47
Gm4125,60.41
?,78.95
Plekhg1,48.79
1700031L13Rik,71.17
Gm11100,60.34
C2cd6,37.10
Rgsl1,71.75
Gm13398,69.98
4930579F01Rik,57.86
Pigbos1,86.89
Rplp2-ps1,69.50
Tmem178b,74.99
Tmem61,57.18
Meiosin,52.41
Gm7609,79.84
Gm52955,80.42
Gm7582,79.07
?,77.63
Gm3858,53.93
Gm15433,80.99
Cfhr2,87.69
Carlr,86.77
Gm7592,74.40
A930007A09Rik,56.24
Fndc1,54.06
Colca2,56.26
?,79.82
?,80.59
Gm10033,75.19
Tug1,46.14
Ccdc112,82.07
Gm7168,70.55
Ccdc173,82.20
Bicdl1,76.79
Aspg,89.74
Efcab5,65.23
Igkv4-51,85.98
Trav12-2,90.43
Trav12d-1,91.49
Trav12-1,90.43
Ube2ql1,91.72
Gm11562,34.53
Olfr1436,87.78
Zdhhc22,87.49
Veph1,74.49
Isx,68.83
Pglyrp3,87.40
Tbc1d25,67.84
Cytl1,86.02
Odam,45.60
Fscb,45.53
Arhgef37,82.90
Fcmr,61.66
Ssc4d,72.42
Olfr282,88.69
Mpeg1,83.49
Krt24,73.81
Fam71e1,73.92
Slc9a6,70.70
Ripor3,69.16
Tomt,95.94
Fcrl6,81.25
Nlrp1b,75.15
Pkd2l1,78.76
Gm6268,54.05
Akap17b,54.50
Slc25a43,88.44
Cul4b,77.27
Rhox2b,65.20
Tox2,55.04
Zmynd8,58.24
Fam90a1a,52.23
Rhox7a,68.10
Gm11564,35.11
2300003K06Rik,33.76
Gm11568,38.89
Gm11565,37.68
Dhx8,72.23
Zfp334,65.66
Pgap3,92.36
1700025C18Rik,43.16
Krtap1-3,38.72
Krtap1-5,41.39
Krtap3-1,45.24
Gm11939,45.95
Znf385c,61.35
Kcnh4,67.45
Wfdc16,74.60
Wfdc11,80.47
R3hdml,84.42
Znf335,51.40
Pabpc1l,77.75
L3mbtl1,67.00
Arfgef2,77.41
Krtap9-5,32.17
Krtap29-1,54.35
Krtap16-1,43.55
Krtap17-1,47.05
Smurf2,77.19
Tanc2,59.95
Fam171a2,58.66
Gpatch8,47.21
Sppl2c,68.19
Fbxo47,88.12
Calcoco2,82.77
Fam104a,61.79
Cdc27,70.07
Cdr2l,74.94
E030025P04Rik,33.72
Osbpl7,71.93
Aadacl4fm2,95.95
Zfp69,63.51
Zmym4,59.56
Zfp979,48.71
Zfp534,71.23
Zfp984,67.82
Zfp985,64.99
Prdm2,47.51
Rlf,57.31
Zfp978,48.70
Rnf19b,59.35
Kiaa1522,48.78
Zfp600,70.88
Cd300c,75.73
Cd300ld2,66.65
Cd300ld4,76.86
Miip,55.83
Aadacl3,95.39
Cplane2,90.59
Itgb4,70.22
Fbf1,63.46
Hivep3,37.61
Camta1,51.83
Gm13090,50.74
Gm13040,86.44
Chd5,63.36
Ptprf,80.92
Pramel11,88.64
Pramel26,81.98
Pramel25,82.61
Zfp982,73.22
Zfyve9,59.18
Cyp4a32,93.10
Tex38,61.00
Tmem201,60.82
Zfp981,62.81
Osbpl9,76.65
Prdm16,51.81
Pramel29,84.60
Cyp4a12b,93.41
Fyb2,52.22
Dmrta2,57.69
Kdf1,57.79
Shisal2a,66.30
Dmrtb1,59.45
Zfp980,69.73
Cnksr1,69.61
Fndc10,77.79
Mageb5b,73.16
Mageb4,69.31
Tbkbp1,64.77
Cela3a,86.99
Mettl23,85.91
D930048N14Rik,33.03
Klhl15,91.51
Sh3pxd2b,58.25
Arhgap27,68.12
Efcab15,63.84
Tbc1d16,69.64
Myom3,77.65
Med14,74.42
Rbbp8nl,56.89
Dnai2,83.37
Tldc2,90.90
Faap100,75.80
Ttc39a,90.52
Dhx35,87.50
Col9a3,55.68
Olfr1337,87.39
Frmd7,63.53
Pusl1,93.68
Fam131c,58.29
Slc25a34,84.35
4932429P05Rik,77.97
Zfp831,37.81
Dgat2l6,92.42
Awat1,94.28
Gm15128,45.17
Ddi2,79.47
Iqcc,55.38
Spaca5,91.69
Zfp300,67.14
Cyb561d1,88.46
Fndc7,86.52
Tmsb15a,75.24
Tcp11x2,78.50
Gm5938,92.86
Obp1b,90.54
Ccdc120,56.03
Map7d3,54.58
Slc25a53,78.56
Tmsb15b2,85.12
Tmsb15b1,83.39
Dock11,79.49
Tmem185a,78.02
Fsip2l,63.31
Prr32,56.62
Ube2dnl1,96.34
Ube2dnl2,96.17
Tm9sf5,78.46
Mtg2,73.92
4930447F04Rik,70.83
Frmpd4,54.72
Elapor1,76.56
Tex13a,65.48
Meioc,47.44
Nup62cl,77.57
Map7d2,61.26
Bclaf3,47.02
Rhbdl2,80.73
Gm12695,61.76
Ccdc163,70.22
Med12,65.26
Gm12353,68.36
Ckap5,76.16
Cldn34d,86.61
Pramel21,85.34
Pramel22,86.52
Pramel23,82.74
Pramel24,88.26
Prdm11,57.92
Ambra1,49.23
Pramel3,89.37
Camsap1,55.29
Fthl17b,95.98
Fthl17c,95.80
Gm6592,68.33
Gm5751,71.74
Lzts3,63.67
Brwd3,65.69
Ano3,76.25
Mageb2,68.81
Mageb6b2,71.49
Zfp931,84.35
Olfr1320,86.89
Dcaf8l,65.16
Ndor1,93.75
Tprn,53.35
Klhl34,84.64
Gm9112,66.16
Accs,87.85
Ndufaf6,87.68
Fam166b,68.64
Grin3a,71.20
Virma,70.09
Card9,81.68
Entr1,65.56
Man1b1,81.56
Gm13941,48.05
Prdm12,64.09
Pnpla7,70.13
Mamdc4,80.33
Ajm1,54.09
Ccdc183,81.76
Tmem141,67.28
Lcn5,84.22
Lcn6,87.74
Bpifb9b,67.60
Map7d1,60.62
Fggy,95.95
Slc4a11,74.18
Dpy19l4,85.89
Pnisr,54.32
Gm10439,47.04
Ppp1r3d,72.90
Fam217b,59.86
Klhl32,90.71
Malrd1,70.71
Gm13697,68.78
Gm13695,69.24
Olfr1076,89.14
Olfr1066,89.27
6330409D20Rik,37.76
Frmpd1,53.92
Dcaf10,72.36
1700003F12Rik,59.41
Actl10,89.41
Focad,83.86
Acnat1,95.42
Hacd4,84.94
Gm12394,42.90
Slc35d1,79.11
Ttc30a2,93.72
Setx,53.97
Znf804a,46.24
Cntrl,62.19
Tesl2,82.84
Olfr1006,88.22
Ajap1,49.68
Ptpn3,73.60
Rap1gap,70.50
Shroom2,49.61
Shoc1,48.98
Zkscan16,63.61
Dnajc25,83.97
Cntln,72.07
Mllt3,64.12
Olfr267,88.25
Fam43b,68.88
Gm12666,62.10
Ankrd60,78.50
Zfp352,39.29
Cavin4,67.33
Bfsp1,67.82
Vmn1r2,79.64
Vmn1r3,81.17
Gabre,61.16
Magea10,77.05
Ndufaf8,91.75
Cldn34c4,78.43
Rhox2f,65.32
Rhox3f,63.14
Tmem29,62.19
Syndig1,52.91
Zfp937,79.28
Atp8b4,80.46
Znf711,56.09
2010106E10Rik,55.84
Plch2,61.06
Fnd3c2,73.83
Vinac1,69.69
Fam209,61.54
Tpx2,64.11
Ttll9,85.93
Ctcfl,58.15
4930404H24Rik,63.52
Gm13030,42.28
Klhdc7a,62.07
Fmnl2,75.98
Scn1a,69.00
Ndufaf5,86.05
1700001O22Rik,48.19
Tubb1,90.94
Oip5,75.05
Rtf1,67.34
Skt,47.01
Duox1,84.81
Zfp442,76.79
Zfp345,80.71
Cerkl,82.67
Bcorl1,38.81
Myh7b,73.66
Map3k15,74.41
Gm14151,63.11
Ppig,56.32
Ralgps1,73.37
Ldlrad3,61.07
Itga8,85.04
Gm13547,52.01
Lgr4,78.89
Tmem236,76.03
Fam83c,55.26
Samt3,86.91
Patl2,62.71
Ppip5k1,66.03
Catsper2,67.75
Gm14418,80.34
Gm14412,84.21
Gm14409,75.08
Ankrd63,60.74
Gm6710,81.09
Zfp969,81.90
Gm2026,80.67
Tgm7,92.39
Gm14401,75.63
Gm14444,80.84
Gm14399,83.53
